ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
627;Uomo;oltre 64 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;preferisco non rispondere;aree centrali di grandi citta';avverto difficolta';Non occupato;Casalinghe;;Media;SILENT;;2,42
628;Uomo;55-64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);1,08
629;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, molto;non sono credente;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Pubblico;Bassa;SILENT;non credente;0,48
630;Uomo;45-54 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei molto contrario;mai;aree centrali di grandi citta';avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;0,67
631;Donna;45-54 anni;nord-est;da 5001 a 10000 abitanti;laurea;coppia con figli;disoccupato (ex-occupato);a destra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Non occupato;Disoccupati;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,21
632;Uomo;45-54 anni;sud;fino a 5000 abitanti;no laurea;coppia con figli;operaio;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei contrario;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Operai;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,71
633;Uomo;35-44 anni;isole;da 5001 a 10000 abitanti;laurea;coppia senza figli;impiegato;a centro destra;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,28
634;Donna;oltre 64 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia senza figli;casalinga;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;periferia;avverto difficolta';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico non praticante;0,92
635;Uomo;25-34 anni;sud;da 100001 a 250000 abitanti;laurea;vive con i genitori;libero professionista;a centro sinistra;Italiana;No;Si, molto;Si, molto;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,15
636;Donna;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;casalinga;al centro;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;periferia;con tranquillita';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,67
637;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Non saprei;Non saprei;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;0,63
638;Donna;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;genitore solo, con figli;casalinga;a destra;Italiana;Non saprei;No, sarei contrario;No, sarei molto contrario;la domenica;altro;con tranquillita';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,82
639;Uomo;55-64 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia senza figli;operaio;in nessuna area politica;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;in occasione delle principali feste;periferia;con tranquillita';Occupato;Operai;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;0,91
640;Uomo;25-34 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia con figli;libero professionista;preferisco non rispondere;Italiana;Non saprei;No, sarei molto contrario;Non saprei;mai;altro;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,15
641;Uomo;18-24 anni;isole;da 30001 a 100000 abitanti;laurea;vive con i genitori;imprenditore;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;altro;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE Z;Cattolico non praticante;0,12
642;Donna;45-54 anni;nord-ovest;da 100001 a 250000 abitanti;laurea;single vive con altre persone (amici, parenti);libero professionista;a centro destra;Italiana;No;Si, abbastanza;No, sarei contrario;mai;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,28
643;Donna;oltre 64 anni;sud;fino a 5000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;in occasione delle principali feste;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;SILENT;Cattolico non praticante;2,01
644;Uomo;oltre 64 anni;isole;da 5001 a 10000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);a centro sinistra;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;mai;piccoli centri;con tranquillita';Non occupato;Disoccupati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;1,4
645;Donna;55-64 anni;centro;da 10001 a 30000 abitanti;no laurea;genitore solo, con figli;impiegato;a sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,47
646;Uomo;45-54 anni;sud;da 30001 a 100000 abitanti;laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;altro;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,15
647;Donna;25-34 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;studente/scolaro;al centro;Italiana;Non saprei;Non saprei;Non saprei;non sono credente;citta' medie;avverto difficolta';Non occupato;Studenti;;Media;MILLENNIALS;non credente;1,83
648;Uomo;oltre 64 anni;sud;oltre 250000 abitanti;no laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico non praticante;0,72
649;Donna;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia senza figli;operaio;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Operai;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;0,66
650;Donna;oltre 64 anni;isole;da 30001 a 100000 abitanti;laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Non saprei;Non saprei;la domenica;altro;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,31
651;Donna;35-44 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;Non saprei;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,88
652;Donna;45-54 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,43
653;Donna;45-54 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a centro destra;Italiana;Si';Si, molto;Non saprei;alcune volte l'anno;periferia;avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;1,35
654;Uomo;55-64 anni;nord-ovest;oltre 250000 abitanti;laurea;vive da solo +55 anni;libero professionista;a centro destra;Italiana;No;No, sarei contrario;No, sarei contrario;la domenica;aree centrali di grandi citta';avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,25
655;Donna;55-64 anni;nord-ovest;oltre 250000 abitanti;no laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Non saprei;Non saprei;alcune volte l'anno;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;1,36
656;Donna;45-54 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,69
657;Donna;55-64 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a destra;sono apolide;No;No, sarei contrario;No, sarei molto contrario;in occasione delle principali feste;altro;avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico non praticante;0,17
658;Uomo;55-64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;altro lavoratore autonomo/agente di commercio/rappresentante;a destra;Italiana;No;Si, molto;No, sarei molto contrario;una volta al mese;altro;agiatamente;Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,72
659;Uomo;oltre 64 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,65
660;Uomo;55-64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;operaio;preferisco non rispondere;Italiana;Non saprei;Non saprei;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Occupato;Operai;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,77
661;Donna;55-64 anni;sud;oltre 250000 abitanti;no laurea;vive da solo +55 anni;casalinga;in nessuna area politica;Italiana;Si';Non saprei;No, sarei molto contrario;mai;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Bassa;GENERAZIONE X;Cattolico non praticante;1,26
662;Uomo;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;genitore solo, con figli;impiegato;a destra;Italiana;No;Si, abbastanza;Si, abbastanza;in occasione delle principali feste;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,29
663;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;operaio;in nessuna area politica;Italiana;Si';Si, molto;Si, molto;non sono credente;periferia;mi sento povero e non arrivo mai a fine mese;Occupato;Operai;Privato;Media;MILLENNIALS;non credente;0,45
664;Uomo;oltre 64 anni;nord-ovest;da 100001 a 250000 abitanti;no laurea;coppia senza figli;libero professionista;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;SILENT;Cattolico non praticante;0,47
665;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia senza figli;casalinga;preferisco non rispondere;Italiana;Si';Non saprei;Non saprei;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Bassa;GENERAZIONE X;Cattolico non praticante;2,54
666;Donna;45-54 anni;isole;fino a 5000 abitanti;no laurea;coppia con figli;impiegato;al centro;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;piccoli centri;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;;1,66
667;Uomo;45-54 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a sinistra;Italiana;Si';Si, molto;No, sarei molto contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,47
668;Uomo;35-44 anni;sud;da 100001 a 250000 abitanti;no laurea;vive da solo 35-54 anni;quadro/direttivo/tecnico;in nessuna area politica;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,55
669;Uomo;45-54 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Si';No, sarei contrario;Si, abbastanza;non sono credente;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;3,03
670;Donna;35-44 anni;nord-est;oltre 250000 abitanti;laurea;coppia senza figli;impiegato;a sinistra;Italiana;Si';Si, abbastanza;No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,17
671;Uomo;25-34 anni;sud;fino a 5000 abitanti;no laurea;vive con i genitori;disoccupato (ex-occupato);preferisco non rispondere;preferisco non rispondere;Si';Non saprei;No, sarei molto contrario;preferisco non rispondere;piccoli centri;mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;Privato;Media;MILLENNIALS;;2,74
672;Donna;35-44 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;vive da solo 35-54 anni;libero professionista;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;una volta al mese;altro;avverto difficolta';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);1,18
673;Uomo;55-64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a destra;Italiana;No;No, sarei contrario;No, sarei contrario;alcune volte l'anno;piccoli centri;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;2,14
674;Donna;45-54 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia senza figli;libero professionista;in nessuna area politica;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;0,57
675;Donna;oltre 64 anni;sud;da 10001 a 30000 abitanti;no laurea;single vive con altre persone (amici, parenti);ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Non saprei;Non saprei;Non saprei;mai;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;0,53
676;Uomo;35-44 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a centro sinistra;Italiana;Si';Si, molto;Si, abbastanza;mai;periferia;avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;1,28
677;Donna;55-64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Non saprei;Si, abbastanza;Non saprei;alcune volte l'anno;citta' medie;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;2,17
678;Uomo;55-64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;No;No, sarei contrario;No, sarei contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,01
679;Donna;oltre 64 anni;nord-ovest;fino a 5000 abitanti;laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Non saprei;Si, abbastanza;No, sarei contrario;la domenica;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,21
680;Uomo;35-44 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,6
681;Donna;25-34 anni;nord-est;da 5001 a 10000 abitanti;laurea;coppia senza figli;impiegato;a sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;non sono credente;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,25
682;Uomo;45-54 anni;sud;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;libero professionista;al centro;Italiana;No;Non saprei;Non saprei;ogni giorno;periferia;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,31
683;Uomo;25-34 anni;centro;oltre 250000 abitanti;laurea;vive con i genitori;imprenditore;a sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;non credente;0,2
684;Donna;25-34 anni;sud;da 5001 a 10000 abitanti;no laurea;vive con i genitori;altro (non occupato);preferisco non rispondere;Italiana;Si';Si, abbastanza;Non saprei;in occasione delle principali feste;altro;avverto difficolta';Non occupato;Disoccupati;;Media;MILLENNIALS;Cattolico non praticante;0,45
685;Uomo;oltre 64 anni;centro;da 30001 a 100000 abitanti;laurea;coppia senza figli;altro lavoratore autonomo/agente di commercio/rappresentante;in nessuna area politica;Italiana;No;No, sarei contrario;No, sarei contrario;non sono credente;citta' medie;avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;non credente;0,91
