ID;Q003;Q004;Q005;Q006;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q018;Q019;Q020;Q021;Q022;Q023;Q024;peso
622;Donna;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo 18-34 anni;impiegato;a centro sinistra;Italiana;Non saprei;No, sarei molto contrario;mai;altro;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,2
623;Uomo;oltre 64 anni;sud;da 10001 a 30000 abitanti;laurea;coppia senza figli;dirigente;a sinistra;Italiana;No;Si, abbastanza;non sono credente;citta' medie;agiatamente;Occupato;Dipendenti;Pubblico;Alta;BABY BOOMERS;non credente;0,38
624;Donna;35-44 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;operaio;a centro destra;Italiana;Non saprei;Non saprei;preferisco non rispondere;periferia;con tranquillita';Occupato;Operai;Privato;Media;GENERAZIONE X;;2,64
625;Uomo;35-44 anni;centro;oltre 250000 abitanti;laurea;vive da solo 35-54 anni;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;2,79
626;Donna;oltre 64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;al centro;Italiana;No;Si, abbastanza;la domenica;piccoli centri;con tranquillita';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,99
627;Uomo;35-44 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;impiegato;a centro sinistra;Italiana;Si';Si, molto;2/3 volte alla settimana;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,66
628;Uomo;25-34 anni;sud;fino a 5000 abitanti;no laurea;genitore solo, con figli;libero professionista;a centro destra;Italiana;No;No, sarei contrario;2/3 volte alla settimana;piccoli centri;avverto difficolta';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);2,08
629;Donna;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, molto;2/3 volte alla settimana;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,73
630;Donna;25-34 anni;sud;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';Si, molto;la domenica;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Non occupato;Studenti;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);3,3
631;Uomo;35-44 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;impiegato;al centro;Italiana;No;No, sarei contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,43
632;Donna;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;Si';Non saprei;mai;periferia;avverto difficolta';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;1,43
633;Donna;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;casalinga;al centro;Italiana;Si';Si, molto;la domenica;altro;con tranquillita';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,66
634;Donna;45-54 anni;centro;da 10001 a 30000 abitanti;no laurea;altro/preferisco non rispondere;casalinga;a destra;Italiana;Si';Si, molto;mai;citta' medie;avverto difficolta';Non occupato;Casalinghe;;Bassa;GENERAZIONE X;Cattolico non praticante;3
635;Donna;25-34 anni;sud;oltre 250000 abitanti;no laurea;coppia senza figli;altro lavoratore dipendente;a sinistra;Italiana;Si';Non saprei;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,75
636;Donna;35-44 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;a centro sinistra;Italiana;Si';Si, abbastanza;una volta al mese;aree centrali di grandi citta';agiatamente;Non occupato;Casalinghe;;Bassa;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,6
637;Uomo;35-44 anni;sud;da 30001 a 100000 abitanti;no laurea;single vive con altre persone (amici, parenti);dirigente;a centro destra;Italiana;Si';Si, abbastanza;2/3 volte alla settimana;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,47
638;Donna;35-44 anni;nord-ovest;fino a 5000 abitanti;laurea;coppia senza figli;libero professionista;a destra;Italiana;Si';No, sarei molto contrario;la domenica;piccoli centri;agiatamente;Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,36
639;Donna;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia senza figli;disoccupato (ex-occupato);in nessuna area politica;Italiana;Si';Si, molto;mai;citta' medie;avverto difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,6
640;Donna;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a destra;Italiana;Si';Si, molto;la domenica;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);0,66
641;Uomo;35-44 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;operaio;a centro destra;Italiana;Si';Si, abbastanza;mai;citta' medie;arrivo a fine mese con molte difficolta';Occupato;Operai;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,69
642;Uomo;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;vive da solo 35-54 anni;quadro/direttivo/tecnico;a centro sinistra;Italiana;No;No, sarei contrario;alcune volte l'anno;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,21
643;Uomo;oltre 64 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;Si, abbastanza;mai;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;1,43
644;Donna;45-54 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;a destra;Italiana;Si';No, sarei contrario;alcune volte l'anno;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;1,13
645;Donna;25-34 anni;sud;da 30001 a 100000 abitanti;no laurea;vive da solo 18-34 anni;quadro/direttivo/tecnico;al centro;Italiana;Non saprei;Non saprei;una volta al mese;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);1,54
646;Uomo;oltre 64 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;No;No, sarei molto contrario;la domenica;citta' medie;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);1,12
647;Donna;18-24 anni;isole;da 5001 a 10000 abitanti;no laurea;coppia con figli;libero professionista;preferisco non rispondere;Italiana;Si';Si, abbastanza;una volta al mese;periferia;con tranquillita';Occupato;Autonomi;;Bassa;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,75
648;Donna;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo 18-34 anni;impiegato;al centro;Italiana;Si';Si, abbastanza;non sono credente;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,19
649;Uomo;oltre 64 anni;sud;oltre 250000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei molto contrario;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico non praticante;1,09
650;Donna;45-54 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);a centro sinistra;Italiana;Si';Si, abbastanza;una volta al mese;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,47
651;Donna;25-34 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;operaio;in nessuna area politica;Italiana;Si';Si, abbastanza;2/3 volte alla settimana;citta' medie;avverto difficolta';Occupato;Operai;Privato;Bassa;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,66
652;Uomo;35-44 anni;sud;oltre 250000 abitanti;no laurea;coppia senza figli;disoccupato (ex-occupato);a sinistra;Italiana;Si';Non saprei;alcune volte l'anno;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;0,73
653;Donna;55-64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;preferisco non rispondere;Italiana;Si';Non saprei;alcune volte l'anno;piccoli centri;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;2,92
654;Donna;35-44 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,42
655;Uomo;45-54 anni;centro;fino a 5000 abitanti;no laurea;coppia con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a sinistra;Italiana;Si';Si, abbastanza;mai;piccoli centri;con tranquillita';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;2,99
656;Uomo;35-44 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Si';No, sarei contrario;mai;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,78
657;Donna;35-44 anni;sud;da 10001 a 30000 abitanti;laurea;coppia con figli;insegnante di scuola media, elementare e materna;a centro destra;Italiana;Si';Non saprei;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,62
658;Donna;55-64 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;operaio;a centro sinistra;Italiana;Si';Si, abbastanza;sono di un'altra religione;periferia;avverto difficolta';Occupato;Operai;Privato;Bassa;GENERAZIONE X;altra religione;0,6
659;Donna;35-44 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;dirigente;a destra;Italiana;Si';Si, abbastanza;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,33
660;Uomo;45-54 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;No;No, sarei molto contrario;in occasione delle principali feste;altro;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;2,59
661;Uomo;45-54 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;vive con i genitori;disoccupato (ex-occupato);in nessuna area politica;Italiana;Si';Non saprei;mai;periferia;mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;1,31
662;Uomo;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;operaio;a centro sinistra;Italiana;No;Si, abbastanza;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Operai;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,03
663;Donna;25-34 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Si';Si, abbastanza;la domenica;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Pubblico;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,48
664;Donna;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Si';Si, abbastanza;non sono credente;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;non credente;0,9
665;Donna;45-54 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;commerciante;a centro destra;Italiana;Si';No, sarei contrario;la domenica;citta' medie;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,31
666;Donna;45-54 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";disoccupato (ex-occupato);a sinistra;Italiana;Si';Si, molto;mai;periferia;con tranquillita';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,58
667;Uomo;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;vive da solo 35-54 anni;impiegato;a centro destra;Italiana;No;Non saprei;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,6
668;Uomo;35-44 anni;isole;fino a 5000 abitanti;no laurea;vive da solo 35-54 anni;disoccupato (ex-occupato);a centro destra;Italiana;Non saprei;Non saprei;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Disoccupati;Pubblico;Bassa;MILLENNIALS;Cattolico non praticante;1,76
669;Donna;25-34 anni;nord-ovest;fino a 5000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";altro (non occupato);a destra;Italiana;Si';No, sarei contrario;mai;periferia;mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;;Bassa;MILLENNIALS;Cattolico non praticante;1,3
670;Uomo;25-34 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;alcune volte l'anno;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,93
671;Donna;45-54 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia senza figli;libero professionista;in nessuna area politica;Italiana;Si';No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;0,5
672;Donna;55-64 anni;isole;da 100001 a 250000 abitanti;no laurea;coppia con figli;casalinga;al centro;Italiana;Si';Non saprei;preferisco non rispondere;periferia;avverto difficolta';Non occupato;Casalinghe;;Media;BABY BOOMERS;;1,98
673;Donna;35-44 anni;sud;da 100001 a 250000 abitanti;laurea;coppia con figli;casalinga;a destra;Italiana;Si';Non saprei;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Alta;GENERAZIONE X;Cattolico non praticante;0,67
674;Uomo;35-44 anni;nord-est;da 30001 a 100000 abitanti;laurea;coppia con figli;docente/insegnante di scuola superiore;a sinistra;Italiana;Si';Si, molto;mai;altro;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;1,52
675;Donna;oltre 64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;Si, abbastanza;mai;periferia;con tranquillita';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,4
676;Uomo;55-64 anni;sud;da 100001 a 250000 abitanti;no laurea;vive da solo +55 anni;altro (non occupato);a destra;Italiana;Si';Si, abbastanza;mai;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;;Media;BABY BOOMERS;Cattolico non praticante;1,58
677;Donna;35-44 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;agricoltore;in nessuna area politica;Italiana;Si';Si, molto;non sono credente;citta' medie;avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;non credente;0,63
678;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;altro lavoratore dipendente;a centro sinistra;Italiana;Si';Non saprei;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);1,06
679;Donna;oltre 64 anni;nord-ovest;da 5001 a 10000 abitanti;laurea;genitore solo, con figli;casalinga;a sinistra;Italiana;Si';No, sarei contrario;2/3 volte alla settimana;periferia;con tranquillita';Non occupato;Casalinghe;;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,23
680;Uomo;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;No;No, sarei molto contrario;mai;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,4
681;Donna;45-54 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;Si';Si, abbastanza;una volta al mese;periferia;con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,5
682;Donna;oltre 64 anni;nord-ovest;fino a 5000 abitanti;laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Non saprei;Si, abbastanza;la domenica;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,23
683;Uomo;35-44 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, molto;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,27
684;Uomo;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;al centro;Italiana;Non saprei;No, sarei contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,42
685;Donna;18-24 anni;sud;da 5001 a 10000 abitanti;no laurea;vive con i genitori;studente/scolaro;a centro sinistra;Italiana;Si';Si, molto;non sono credente;periferia;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;1,97
